transaction_id,product_id,price,discount_percent,refund_flag,salesperson_id,region,profit_margin,opportunity_label,shap_dict
11,24,4789.0,17.548312291980203,0,1,East,521.0569723492314,0,"{'price': np.float32(2.8091817), 'discount_percent': np.float32(-2.045663), 'refund_flag': np.float32(-4.0058007), 'profit_margin': np.float32(-0.5609987)}"
12,36,1346.0,5.713627901291371,0,5,West,181.50662061981217,0,"{'price': np.float32(-1.5190398), 'discount_percent': np.float32(-2.6059039), 'refund_flag': np.float32(-3.8527038), 'profit_margin': np.float32(-0.7174326)}"
13,40,3262.0,4.708501975204365,0,8,East,745.8810443191957,0,"{'price': np.float32(-1.1731763), 'discount_percent': np.float32(-2.3395433), 'refund_flag': np.float32(-4.5017514), 'profit_margin': np.float32(0.38516784)}"
14,24,1641.0,13.463496629971065,0,3,North,191.2909601706375,0,"{'price': np.float32(-1.6884917), 'discount_percent': np.float32(-3.6714559), 'refund_flag': np.float32(-3.2702506), 'profit_margin': np.float32(-0.7783536)}"
15,3,2310.0,12.2877131809904,0,12,West,583.5639333736336,0,"{'price': np.float32(-1.7136786), 'discount_percent': np.float32(-4.0666933), 'refund_flag': np.float32(-3.2425187), 'profit_margin': np.float32(-0.35130638)}"
16,22,1223.0,15.14419147706406,0,6,East,243.3422031260542,0,"{'price': np.float32(-1.7863452), 'discount_percent': np.float32(-3.2944586), 'refund_flag': np.float32(-3.4026573), 'profit_margin': np.float32(-1.240603)}"
17,2,724.0,27.84896905951885,0,5,West,125.78917287217266,0,"{'price': np.float32(0.42853788), 'discount_percent': np.float32(2.864463), 'refund_flag': np.float32(-3.9306777), 'profit_margin': np.float32(-0.104955606)}"
18,24,4708.0,7.1612246841290315,0,6,East,1181.1075293194588,0,"{'price': np.float32(2.2254004), 'discount_percent': np.float32(-2.7247589), 'refund_flag': np.float32(-3.6472657), 'profit_margin': np.float32(2.9765081)}"
19,44,2548.0,12.160963257327024,1,10,West,139.6631580734293,0,"{'price': np.float32(-2.8176386), 'discount_percent': np.float32(-4.236972), 'refund_flag': np.float32(3.2298324), 'profit_margin': np.float32(-1.2570752)}"
20,30,4915.0,4.289367283519132,0,1,East,537.5260193712294,0,"{'price': np.float32(2.780051), 'discount_percent': np.float32(-2.379078), 'refund_flag': np.float32(-3.6691518), 'profit_margin': np.float32(-0.65714407)}"
21,38,2073.0,8.748406441335032,0,7,North,314.5032529725077,0,"{'price': np.float32(-1.723045), 'discount_percent': np.float32(-3.4251697), 'refund_flag': np.float32(-3.0993807), 'profit_margin': np.float32(-1.0974203)}"
22,2,2328.0,27.51399615483202,0,9,West,217.40404056977644,0,"{'price': np.float32(-2.2570524), 'discount_percent': np.float32(3.1135354), 'refund_flag': np.float32(-3.5156307), 'profit_margin': np.float32(-0.946298)}"
23,21,2417.0,8.19742891638055,0,2,West,523.6002875507914,0,"{'price': np.float32(-1.8377486), 'discount_percent': np.float32(-3.2884924), 'refund_flag': np.float32(-3.5257034), 'profit_margin': np.float32(-0.5336196)}"
24,33,4734.0,22.340260911149137,1,10,West,1028.667472526512,1,"{'price': np.float32(2.1705217), 'discount_percent': np.float32(1.0633681), 'refund_flag': np.float32(5.182634), 'profit_margin': np.float32(2.0986974)}"
25,12,2526.0,0.5390787558816656,0,5,West,391.7873411307613,0,"{'price': np.float32(-1.6037719), 'discount_percent': np.float32(1.2578741), 'refund_flag': np.float32(-3.7702), 'profit_margin': np.float32(-0.9227976)}"
26,22,4244.0,7.262548215005946,1,10,North,533.4283161165129,0,"{'price': np.float32(-1.1292002), 'discount_percent': np.float32(-2.6759536), 'refund_flag': np.float32(4.092704), 'profit_margin': np.float32(-0.61756504)}"
27,44,1401.0,5.311100830650448,0,4,West,385.2258254444922,0,"{'price': np.float32(-1.3478514), 'discount_percent': np.float32(-2.5062447), 'refund_flag': np.float32(-3.8556075), 'profit_margin': np.float32(-0.336711)}"
28,25,2539.0,6.498255962710233,0,6,South,382.72141511921825,0,"{'price': np.float32(-1.8633641), 'discount_percent': np.float32(-2.6044981), 'refund_flag': np.float32(-3.7320244), 'profit_margin': np.float32(-0.36670923)}"
29,49,509.0,6.785008882595608,0,6,North,81.73221757104223,0,"{'price': np.float32(1.4082727), 'discount_percent': np.float32(-2.7528439), 'refund_flag': np.float32(-4.435418), 'profit_margin': np.float32(-0.21114267)}"
30,27,760.0,3.367896565705034,0,11,South,101.28346629495138,0,"{'price': np.float32(1.1195439), 'discount_percent': np.float32(-1.6913393), 'refund_flag': np.float32(-4.27247), 'profit_margin': np.float32(-0.23463778)}"
31,42,2173.0,13.763510742863136,1,2,West,519.8009667168213,0,"{'price': np.float32(-2.071262), 'discount_percent': np.float32(-2.8912094), 'refund_flag': np.float32(3.7762625), 'profit_margin': np.float32(-0.5382124)}"
32,28,2719.0,7.264523513064493,0,2,East,484.7260077149641,0,"{'price': np.float32(-1.8893386), 'discount_percent': np.float32(-3.2059622), 'refund_flag': np.float32(-3.4689515), 'profit_margin': np.float32(-0.945962)}"
33,16,2560.0,10.817866677943274,0,4,South,549.1762068040214,0,"{'price': np.float32(-1.976157), 'discount_percent': np.float32(-4.0731473), 'refund_flag': np.float32(-3.2555275), 'profit_margin': np.float32(-0.41626)}"
34,15,4213.0,7.825871190448776,0,1,West,982.2862573608596,0,"{'price': np.float32(-0.9376091), 'discount_percent': np.float32(-3.4022877), 'refund_flag': np.float32(-3.9993112), 'profit_margin': np.float32(1.9012779)}"
35,47,2119.0,6.545597938568951,0,9,South,268.2557491201144,0,"{'price': np.float32(-1.6540267), 'discount_percent': np.float32(-2.7184966), 'refund_flag': np.float32(-3.5350623), 'profit_margin': np.float32(-1.1362293)}"
36,44,820.0,18.361396180434248,0,14,West,106.05453693760674,0,"{'price': np.float32(0.6527913), 'discount_percent': np.float32(-2.2386215), 'refund_flag': np.float32(-4.0020666), 'profit_margin': np.float32(-0.26833096)}"
37,3,1842.0,14.61466091104704,0,14,West,412.2585633111398,0,"{'price': np.float32(-1.6609068), 'discount_percent': np.float32(-3.3473709), 'refund_flag': np.float32(-3.4389753), 'profit_margin': np.float32(-0.98989916)}"
38,37,2876.0,0.6589980002242757,0,13,West,402.3117838137474,0,"{'price': np.float32(-1.3000035), 'discount_percent': np.float32(1.1072992), 'refund_flag': np.float32(-3.9199712), 'profit_margin': np.float32(-0.92621976)}"
39,7,2665.6000000000004,0.1293127583205655,0,7,East,826.8773238128847,0,"{'price': np.float32(-1.416335), 'discount_percent': np.float32(1.1623527), 'refund_flag': np.float32(-4.3232055), 'profit_margin': np.float32(0.48960197)}"
40,21,3324.0,15.213044178182434,0,12,South,803.9199175278316,0,"{'price': np.float32(-1.2845424), 'discount_percent': np.float32(-2.8661852), 'refund_flag': np.float32(-4.5723906), 'profit_margin': np.float32(0.65480673)}"
41,9,1995.2,7.40073304225623,0,7,North,475.28580170670466,0,"{'price': np.float32(-1.521506), 'discount_percent': np.float32(-3.2605991), 'refund_flag': np.float32(-3.4320533), 'profit_margin': np.float32(-0.92657167)}"
42,39,3458.0,1.7545883303288867,0,3,North,799.7537954801962,0,"{'price': np.float32(-1.1953877), 'discount_percent': np.float32(0.74302024), 'refund_flag': np.float32(-4.2183146), 'profit_margin': np.float32(0.51903266)}"
43,18,2538.0,15.228675662701704,1,11,North,540.6157648067216,0,"{'price': np.float32(-2.4456515), 'discount_percent': np.float32(-2.0918164), 'refund_flag': np.float32(3.985623), 'profit_margin': np.float32(-0.41005605)}"
44,4,3990.0,10.845620250495452,0,12,North,929.3693705674262,0,"{'price': np.float32(-0.8779377), 'discount_percent': np.float32(-3.6828403), 'refund_flag': np.float32(-3.9873917), 'profit_margin': np.float32(1.7047256)}"
45,25,4177.0,11.257855424161598,0,3,West,551.4298852664821,0,"{'price': np.float32(-0.91251117), 'discount_percent': np.float32(-4.11581), 'refund_flag': np.float32(-3.5024633), 'profit_margin': np.float32(-0.5516207)}"
46,14,1618.0,14.047696360029535,0,1,South,87.35854283805149,0,"{'price': np.float32(-1.6754448), 'discount_percent': np.float32(-3.5844097), 'refund_flag': np.float32(-3.470819), 'profit_margin': np.float32(-0.5974611)}"
47,9,1683.2,3.4501142085880323,0,3,South,305.6643084069422,0,"{'price': np.float32(-1.4825035), 'discount_percent': np.float32(-1.8427225), 'refund_flag': np.float32(-3.7605221), 'profit_margin': np.float32(-1.0696902)}"
48,26,4527.0,1.842495893079179,0,3,East,970.6536573498036,0,"{'price': np.float32(-0.438842), 'discount_percent': np.float32(0.2948926), 'refund_flag': np.float32(-4.1062536), 'profit_margin': np.float32(1.373471)}"
49,2,735.0,32.90477147451601,0,4,South,98.1053442589962,1,"{'price': np.float32(0.8659422), 'discount_percent': np.float32(7.1782026), 'refund_flag': np.float32(-2.2665405), 'profit_margin': np.float32(-0.0013404647)}"
50,20,2469.0,2.8141661962885376,0,4,South,569.2635965909659,0,"{'price': np.float32(-1.6752529), 'discount_percent': np.float32(-1.5593759), 'refund_flag': np.float32(-4.127742), 'profit_margin': np.float32(-0.3585341)}"
51,28,4929.0,3.88881101462218,0,3,South,659.6510710240852,0,"{'price': np.float32(2.7469692), 'discount_percent': np.float32(-2.2564063), 'refund_flag': np.float32(-3.8833013), 'profit_margin': np.float32(-0.31901795)}"
52,47,2408.0,4.887823102271169,0,10,East,477.95388112643553,0,"{'price': np.float32(-1.7891595), 'discount_percent': np.float32(-2.3904464), 'refund_flag': np.float32(-3.7590284), 'profit_margin': np.float32(-0.9218493)}"
53,7,700.0,20.39972961845261,0,12,North,67.28557707191503,0,"{'price': np.float32(1.0121707), 'discount_percent': np.float32(-0.72226727), 'refund_flag': np.float32(-4.5321445), 'profit_margin': np.float32(-0.15336977)}"
54,44,4030.0,12.466916502057613,0,8,South,837.2449342449933,0,"{'price': np.float32(-0.79508555), 'discount_percent': np.float32(-4.0031137), 'refund_flag': np.float32(-4.0158634), 'profit_margin': np.float32(0.43457055)}"
55,8,3135.0,14.8270398721769,0,8,East,497.7841800379037,0,"{'price': np.float32(-1.4786047), 'discount_percent': np.float32(-3.0321612), 'refund_flag': np.float32(-3.9858367), 'profit_margin': np.float32(-0.81505275)}"
56,47,2070.0,10.980837727893643,0,13,East,186.142024702218,0,"{'price': np.float32(-1.827148), 'discount_percent': np.float32(-4.232379), 'refund_flag': np.float32(-2.8152573), 'profit_margin': np.float32(-0.780547)}"
57,35,3060.0,6.990563943993832,0,13,West,350.00571340059633,0,"{'price': np.float32(-1.4860094), 'discount_percent': np.float32(-3.176131), 'refund_flag': np.float32(-3.6426013), 'profit_margin': np.float32(-0.4871562)}"
58,14,3891.0,13.15645641630084,0,1,East,801.3567196552576,0,"{'price': np.float32(-1.4119282), 'discount_percent': np.float32(-3.2994907), 'refund_flag': np.float32(-4.092009), 'profit_margin': np.float32(0.43246043)}"
59,17,3465.0,2.2169201460159824,0,7,North,578.1945979579652,0,"{'price': np.float32(-1.3300141), 'discount_percent': np.float32(-0.9407601), 'refund_flag': np.float32(-4.07225), 'profit_margin': np.float32(-0.30637687)}"
60,36,4143.0,4.5235827395175265,0,11,South,411.41223988871536,0,"{'price': np.float32(-1.190951), 'discount_percent': np.float32(-2.853547), 'refund_flag': np.float32(-3.5307524), 'profit_margin': np.float32(-1.0842642)}"
61,40,4350.0,13.664875896307404,0,2,East,1095.9444710307205,0,"{'price': np.float32(-0.40573585), 'discount_percent': np.float32(-2.9621105), 'refund_flag': np.float32(-4.282307), 'profit_margin': np.float32(2.5896862)}"
62,4,1372.0,3.2137238458660997,0,1,North,303.8003920905922,0,"{'price': np.float32(-1.5221206), 'discount_percent': np.float32(-1.8421057), 'refund_flag': np.float32(-3.8009744), 'profit_margin': np.float32(-1.0795965)}"
63,2,1752.0,24.054592654190635,0,3,East,460.93411230318225,0,"{'price': np.float32(-1.660439), 'discount_percent': np.float32(0.96544975), 'refund_flag': np.float32(-3.978893), 'profit_margin': np.float32(-0.94528186)}"
64,6,1814.0,9.28243827822294,0,4,East,257.99361338636436,0,"{'price': np.float32(-1.7387335), 'discount_percent': np.float32(-3.4183793), 'refund_flag': np.float32(-3.0977776), 'profit_margin': np.float32(-1.1644261)}"
65,42,3398.0,7.3566899833141886,0,13,East,531.3072886673474,0,"{'price': np.float32(-1.4429387), 'discount_percent': np.float32(-3.208333), 'refund_flag': np.float32(-3.7863162), 'profit_margin': np.float32(-0.52956563)}"
66,4,577.0,0.2444076257557148,0,6,East,157.9929470394137,0,"{'price': np.float32(0.9730464), 'discount_percent': np.float32(0.83073336), 'refund_flag': np.float32(-4.062084), 'profit_margin': np.float32(-0.3280243)}"
67,29,3121.0,6.855355544056537,0,10,East,526.9376476368726,0,"{'price': np.float32(-1.3615528), 'discount_percent': np.float32(-3.1810932), 'refund_flag': np.float32(-3.830878), 'profit_margin': np.float32(-0.52956563)}"
68,18,4727.0,5.875158115337572,0,14,North,1009.1847686874792,0,"{'price': np.float32(2.7224872), 'discount_percent': np.float32(-2.3556075), 'refund_flag': np.float32(-3.8096914), 'profit_margin': np.float32(1.8064865)}"
69,26,1100.0,10.807199316438494,0,5,South,110.90905467667102,0,"{'price': np.float32(-1.4941994), 'discount_percent': np.float32(-4.218208), 'refund_flag': np.float32(-3.1342876), 'profit_margin': np.float32(-0.5311959)}"
70,44,1565.0,10.552452693497344,0,14,South,226.33067717926832,0,"{'price': np.float32(-1.7720163), 'discount_percent': np.float32(-4.2143235), 'refund_flag': np.float32(-2.8130429), 'profit_margin': np.float32(-1.252204)}"
71,34,2636.0,11.889807299684373,1,4,South,187.80992573586028,0,"{'price': np.float32(-2.8264189), 'discount_percent': np.float32(-4.284991), 'refund_flag': np.float32(3.1833966), 'profit_margin': np.float32(-1.3612288)}"
72,10,2949.0,6.620068635128012,0,8,South,279.49433468731553,0,"{'price': np.float32(-1.6317005), 'discount_percent': np.float32(-3.0301383), 'refund_flag': np.float32(-3.6792588), 'profit_margin': np.float32(-1.1652281)}"
73,36,2843.0,12.61388975232946,0,11,North,124.80530790065755,0,"{'price': np.float32(-2.1913662), 'discount_percent': np.float32(-4.1303234), 'refund_flag': np.float32(-2.9947543), 'profit_margin': np.float32(-0.6279559)}"
74,14,2363.0,2.2199663361315847,0,12,West,138.2079994343159,0,"{'price': np.float32(-1.6057872), 'discount_percent': np.float32(-0.8893009), 'refund_flag': np.float32(-3.5570598), 'profit_margin': np.float32(-0.68338335)}"
75,31,1818.0,0.8904763367382296,0,14,West,530.3107769438001,0,"{'price': np.float32(-1.1907583), 'discount_percent': np.float32(0.87485975), 'refund_flag': np.float32(-3.6258001), 'profit_margin': np.float32(-0.53214985)}"
76,48,4097.0,-1.67786362083314,0,4,North,460.6828496942978,0,"{'price': np.float32(-1.0945045), 'discount_percent': np.float32(0.6330992), 'refund_flag': np.float32(-3.5604131), 'profit_margin': np.float32(-0.99951184)}"
77,15,4262.0,7.503513802140014,0,13,North,850.8359219286128,0,"{'price': np.float32(-0.94603693), 'discount_percent': np.float32(-3.3818398), 'refund_flag': np.float32(-4.1179614), 'profit_margin': np.float32(1.5801916)}"
78,8,2690.0,6.233508878307212,0,10,East,655.2351272867688,0,"{'price': np.float32(-1.7101921), 'discount_percent': np.float32(-2.5642416), 'refund_flag': np.float32(-4.335539), 'profit_margin': np.float32(-0.12563409)}"
79,14,1492.0,13.946578059273,0,12,East,240.94644159873175,0,"{'price': np.float32(-1.7456759), 'discount_percent': np.float32(-3.5876453), 'refund_flag': np.float32(-3.196248), 'profit_margin': np.float32(-1.18617)}"
80,23,3212.0,6.756687064755649,0,13,East,264.4147559554907,0,"{'price': np.float32(-1.6331041), 'discount_percent': np.float32(-3.023348), 'refund_flag': np.float32(-3.6776557), 'profit_margin': np.float32(-1.1722178)}"
81,40,2692.0,11.366881739721336,0,2,South,553.6222770816489,0,"{'price': np.float32(-1.9547303), 'discount_percent': np.float32(-4.080986), 'refund_flag': np.float32(-3.2698793), 'profit_margin': np.float32(-0.41549617)}"
82,21,1748.0,14.066482882915386,0,3,East,300.517987742727,0,"{'price': np.float32(-1.7376771), 'discount_percent': np.float32(-3.5934432), 'refund_flag': np.float32(-3.1994877), 'profit_margin': np.float32(-1.1489295)}"
83,16,3554.0,6.568404621754421,0,6,West,773.0681080870496,0,"{'price': np.float32(-1.8511459), 'discount_percent': np.float32(-3.0334454), 'refund_flag': np.float32(-4.2330575), 'profit_margin': np.float32(0.27681038)}"
84,45,4533.0,11.490261050535878,0,8,South,972.6913715932958,0,"{'price': np.float32(-0.24596506), 'discount_percent': np.float32(-3.7340126), 'refund_flag': np.float32(-4.292384), 'profit_margin': np.float32(1.9846009)}"
85,18,2497.0,15.009637744775974,0,8,East,623.616716778343,0,"{'price': np.float32(-1.9846534), 'discount_percent': np.float32(-3.074596), 'refund_flag': np.float32(-4.007775), 'profit_margin': np.float32(-0.09704514)}"
86,47,4187.0,3.809186125972164,0,11,South,778.8833409843463,0,"{'price': np.float32(-1.065494), 'discount_percent': np.float32(-2.7267656), 'refund_flag': np.float32(-4.089377), 'profit_margin': np.float32(0.19521761)}"
87,24,2651.0,10.124261691223222,0,9,West,322.62931720939434,0,"{'price': np.float32(-2.201117), 'discount_percent': np.float32(-4.141608), 'refund_flag': np.float32(-2.718585), 'profit_margin': np.float32(-0.736176)}"
88,26,4518.0,6.589828084003428,0,7,East,895.1877113082721,0,"{'price': np.float32(-0.41620094), 'discount_percent': np.float32(-3.1890569), 'refund_flag': np.float32(-4.634669), 'profit_margin': np.float32(1.5561564)}"
89,25,3610.0,4.127550587534308,0,13,West,232.26801656191853,0,"{'price': np.float32(-1.8857032), 'discount_percent': np.float32(-2.5726297), 'refund_flag': np.float32(-3.5457187), 'profit_margin': np.float32(-1.1605923)}"
90,45,2470.0,2.3177412975488556,0,2,West,661.9368360168335,0,"{'price': np.float32(-1.6587504), 'discount_percent': np.float32(-0.82127476), 'refund_flag': np.float32(-4.1694303), 'profit_margin': np.float32(-0.096745886)}"
91,41,697.0,4.046757139106497,0,8,West,53.40003422756493,0,"{'price': np.float32(1.4309498), 'discount_percent': np.float32(-2.1740077), 'refund_flag': np.float32(-4.4318748), 'profit_margin': np.float32(-0.23110677)}"
92,29,3126.0,10.300145028760062,0,7,East,370.0201342366212,0,"{'price': np.float32(-1.5123646), 'discount_percent': np.float32(-3.9972792), 'refund_flag': np.float32(-3.1611557), 'profit_margin': np.float32(-0.42041492)}"
93,15,1702.0,1.9457777221912664,0,8,North,423.79001476732503,0,"{'price': np.float32(-1.116906), 'discount_percent': np.float32(0.90966433), 'refund_flag': np.float32(-3.5517416), 'profit_margin': np.float32(-0.91042906)}"
94,45,2535.0,7.246364879556814,0,12,East,468.6810757283337,0,"{'price': np.float32(-1.915295), 'discount_percent': np.float32(-3.1926022), 'refund_flag': np.float32(-3.4555914), 'profit_margin': np.float32(-0.9467259)}"
95,1,977.0,29.065972034264487,0,3,West,124.60045274688306,0,"{'price': np.float32(-1.486682), 'discount_percent': np.float32(4.3314977), 'refund_flag': np.float32(-3.3656301), 'profit_margin': np.float32(-0.2227835)}"
96,25,1754.0,12.24505481709468,0,7,East,259.14170159915227,0,"{'price': np.float32(-1.7732681), 'discount_percent': np.float32(-4.2295156), 'refund_flag': np.float32(-2.8106241), 'profit_margin': np.float32(-1.1998782)}"
97,7,1137.6,7.347461885309215,0,10,West,347.3465809882776,0,"{'price': np.float32(-1.3609023), 'discount_percent': np.float32(-3.254392), 'refund_flag': np.float32(-3.5881317), 'profit_margin': np.float32(-0.50789684)}"
98,9,735.2,18.44845206679362,1,13,North,101.17774973604668,1,"{'price': np.float32(2.118325), 'discount_percent': np.float32(-0.4230196), 'refund_flag': np.float32(5.3282146), 'profit_margin': np.float32(-0.19126941)}"
99,24,2704.0,19.465182069558303,0,9,South,582.3337280821493,0,"{'price': np.float32(-1.9157108), 'discount_percent': np.float32(-2.0230103), 'refund_flag': np.float32(-4.6603045), 'profit_margin': np.float32(-0.23348165)}"
100,1,3097.0,25.13061215769863,0,3,North,200.4878947063183,0,"{'price': np.float32(-2.1750734), 'discount_percent': np.float32(0.8972143), 'refund_flag': np.float32(-4.1257668), 'profit_margin': np.float32(-1.0611379)}"
101,44,1620.0,-2.342714579421543,0,14,North,404.87122482651506,0,"{'price': np.float32(-1.0907335), 'discount_percent': np.float32(1.1955463), 'refund_flag': np.float32(-3.8795218), 'profit_margin': np.float32(-0.8947033)}"
102,8,3568.0,14.432240985081298,0,10,South,799.5558265231354,0,"{'price': np.float32(-1.5455152), 'discount_percent': np.float32(-3.0092993), 'refund_flag': np.float32(-4.5576415), 'profit_margin': np.float32(0.45841023)}"
103,24,1450.0,-1.4698817001679276,0,6,East,140.443346233597,0,"{'price': np.float32(-1.2183644), 'discount_percent': np.float32(1.2230747), 'refund_flag': np.float32(-3.8482406), 'profit_margin': np.float32(-0.5696275)}"
104,11,2836.0,17.38073055360033,0,2,South,369.2384793188773,0,"{'price': np.float32(-2.046742), 'discount_percent': np.float32(-2.4068398), 'refund_flag': np.float32(-4.030417), 'profit_margin': np.float32(-0.37283075)}"
105,17,2743.0,15.417924503711497,0,2,East,211.9977577826812,0,"{'price': np.float32(-2.250698), 'discount_percent': np.float32(-3.2757864), 'refund_flag': np.float32(-3.4011626), 'profit_margin': np.float32(-1.2486539)}"
106,8,3145.0,18.871062520690103,0,5,East,578.301261013546,0,"{'price': np.float32(-1.3745252), 'discount_percent': np.float32(-2.0863364), 'refund_flag': np.float32(-4.703383), 'profit_margin': np.float32(-0.22341004)}"
107,35,2357.0,11.301327791838634,0,5,West,384.3346039862061,0,"{'price': np.float32(-1.7802459), 'discount_percent': np.float32(-4.109563), 'refund_flag': np.float32(-2.9019647), 'profit_margin': np.float32(-0.40119326)}"
108,35,2365.0,8.19307116409081,0,13,West,453.4205850608014,0,"{'price': np.float32(-1.6109163), 'discount_percent': np.float32(-3.2839897), 'refund_flag': np.float32(-3.3467813), 'profit_margin': np.float32(-0.92542773)}"
109,33,3412.0,7.74949433154888,0,7,South,311.99433083339795,0,"{'price': np.float32(-1.7187109), 'discount_percent': np.float32(-3.3372538), 'refund_flag': np.float32(-3.328619), 'profit_margin': np.float32(-1.1115053)}"
110,5,2682.4,7.268699144845515,0,12,North,320.0583467780496,0,"{'price': np.float32(-2.0502808), 'discount_percent': np.float32(-3.2151692), 'refund_flag': np.float32(-3.250354), 'profit_margin': np.float32(-0.6877121)}"
111,42,3728.0,14.905343268373514,0,2,South,191.52723038792095,0,"{'price': np.float32(-1.748115), 'discount_percent': np.float32(-3.0157592), 'refund_flag': np.float32(-3.6070256), 'profit_margin': np.float32(-0.76856774)}"
112,39,4219.0,13.56135744752939,0,11,East,475.97501859234114,0,"{'price': np.float32(-0.9319986), 'discount_percent': np.float32(-3.5552413), 'refund_flag': np.float32(-3.4605591), 'profit_margin': np.float32(-1.0911115)}"
113,41,3728.0,10.601128167171066,0,14,West,633.0173414315655,0,"{'price': np.float32(-1.8670436), 'discount_percent': np.float32(-3.9384494), 'refund_flag': np.float32(-3.5776181), 'profit_margin': np.float32(-0.27809057)}"
114,28,2871.0,6.389093460365139,1,13,South,710.8183032433059,1,"{'price': np.float32(-0.45346764), 'discount_percent': np.float32(-0.88495886), 'refund_flag': np.float32(5.298118), 'profit_margin': np.float32(1.374621)}"
115,7,2712.8,23.146063156501363,0,7,South,564.828589292387,0,"{'price': np.float32(-2.1927955), 'discount_percent': np.float32(0.8890986), 'refund_flag': np.float32(-4.254012), 'profit_margin': np.float32(-0.411223)}"
116,9,3404.8,14.56187306981435,0,5,West,577.6144432029574,0,"{'price': np.float32(-1.4045352), 'discount_percent': np.float32(-3.0762196), 'refund_flag': np.float32(-4.125821), 'profit_margin': np.float32(-0.31657857)}"
117,8,4725.0,2.0114404011329556,0,14,West,1334.7248400749304,1,"{'price': np.float32(2.6719298), 'discount_percent': np.float32(0.8560578), 'refund_flag': np.float32(-3.016201), 'profit_margin': np.float32(2.8717933)}"
118,12,594.0,7.418719920314365,0,6,West,126.38077260398056,0,"{'price': np.float32(1.3823425), 'discount_percent': np.float32(-2.9561749), 'refund_flag': np.float32(-4.20266), 'profit_margin': np.float32(-0.21464019)}"
119,34,3174.0,14.658880487043527,0,8,East,765.3272875379736,0,"{'price': np.float32(-1.2639488), 'discount_percent': np.float32(-3.06002), 'refund_flag': np.float32(-4.339509), 'profit_margin': np.float32(0.39122915)}"
120,33,2455.0,6.00230539383658,0,10,West,419.7533965797553,0,"{'price': np.float32(-1.837401), 'discount_percent': np.float32(-2.5729914), 'refund_flag': np.float32(-3.7549863), 'profit_margin': np.float32(-0.9693337)}"
121,48,1293.0,11.757739794129444,1,13,North,130.89928075166534,0,"{'price': np.float32(-1.9069042), 'discount_percent': np.float32(-4.2680855), 'refund_flag': np.float32(3.5888212), 'profit_margin': np.float32(-0.8584261)}"
122,23,2334.0,14.75398150168074,0,14,South,125.758653013147,0,"{'price': np.float32(-1.9042207), 'discount_percent': np.float32(-3.327339), 'refund_flag': np.float32(-3.5285614), 'profit_margin': np.float32(-0.61331236)}"
123,24,2616.0,-6.942140413281965,0,12,West,647.7052252918754,0,"{'price': np.float32(-1.5101439), 'discount_percent': np.float32(1.1650909), 'refund_flag': np.float32(-4.203867), 'profit_margin': np.float32(-0.19768031)}"
